22:32:32 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.340,19.940,53.000,1.0000,0.0000,1008.3
22:32:32 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.340,19.940,53.000,1.0000,0.0000,1008.3
22:32:32 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.340,19.940,53.000,1.0000,0.0000,1008.3
22:32:32 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.340,19.940,53.000,1.0000,0.0000,1008.3
22:32:32 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.340,19.940,53.000,1.0000,0.0000,1008.3
22:32:32 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.340,19.940,53.000,1.0000,0.0000,1008.3
22:32:33 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.369,19.940,53.000,1.0000,0.0000,1008.3
22:32:33 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.369,19.940,53.000,1.0000,0.0000,1008.3
22:32:33 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.369,19.940,53.000,1.0000,0.0000,1008.3
22:32:33 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.369,19.940,53.000,1.0000,0.0000,1008.3
22:32:33 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.369,19.940,53.000,1.0000,0.0000,1008.3
22:32:33 23/11/0023,37.732910,-122.42844,58.599,5.9000,50.369,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.389,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.389,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.389,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.389,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.389,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.389,19.940,53.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:34 23/11/0023,37.732910,-122.42844,58.500,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:35 23/11/0023,37.732914,-122.42844,58.599,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:35 23/11/0023,37.732914,-122.42844,58.599,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:35 23/11/0023,37.732914,-122.42844,58.599,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:35 23/11/0023,37.732914,-122.42844,58.599,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:35 23/11/0023,37.732914,-122.42844,58.599,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:35 23/11/0023,37.732914,-122.42844,58.599,5.8000,50.410,19.940,54.000,1.0000,0.0000,1008.3
22:32:36 23/11/0023,37.732918,-122.42845,58.700,5.7000,50.430,19.940,54.000,1.0000,0.0000,1008.3
22:32:36 23/11/0023,37.732918,-122.42845,58.700,5.7000,50.430,19.940,54.000,1.0000,0.0000,1008.3
22:32:36 23/11/0023,37.732918,-122.42845,58.700,5.7000,50.430,19.940,54.000,1.0000,0.0000,1008.3
22:32:36 23/11/0023,37.732918,-122.42845,58.700,5.7000,50.430,19.940,54.000,1.0000,0.0000,1008.3
