TimeStamp,Latitude,Longitude,Altitude,PM25,RelativeHumidity,Temperature,vocIndex,noxIndex,ButtonPress,PressurehPa
,0.000000,0.000000,0.0000,1.5000,69.599,22.900,0.0000,nan,0.0000,1004.0
23:59:47 05/01/0080,0.000000,0.000000,0.0000,1.7000,69.900,22.900,0.0000,nan,0.0000,1004.1
23:59:48 05/01/0080,0.000000,0.000000,0.0000,1.8000,70.120,22.900,0.0000,nan,0.0000,1004.0
23:59:50 05/01/0080,0.000000,0.000000,0.0000,2.1000,70.190,22.900,0.0000,nan,0.0000,1004.0
23:59:51 05/01/0080,0.000000,0.000000,0.0000,2.8000,70.330,22.900,0.0000,0.0000,0.0000,1004.0
23:59:53 05/01/0080,0.000000,0.000000,0.0000,3.0000,70.370,22.900,0.0000,0.0000,0.0000,1004.0
23:59:55 05/01/0080,0.000000,0.000000,0.0000,3.2000,70.300,22.895,0.0000,0.0000,0.0000,1004.0
23:59:56 05/01/0080,0.000000,0.000000,0.0000,3.4000,70.209,22.895,0.0000,0.0000,0.0000,1004.0
23:59:58 05/01/0080,0.000000,0.000000,0.0000,3.5000,69.959,22.889,0.0000,0.0000,0.0000,1004.1
23:59:59 05/01/0080,0.000000,0.000000,0.0000,3.6000,69.809,22.889,0.0000,0.0000,0.0000,1004.0
00:00:01 06/01/0080,0.000000,0.000000,0.0000,3.7000,69.489,22.885,0.0000,0.0000,0.0000,1004.0
00:00:02 06/01/0080,0.000000,0.000000,0.0000,3.8000,69.190,22.879,0.0000,0.0000,0.0000,1004.0
00:00:03 06/01/0080,0.000000,0.000000,0.0000,3.8000,69.050,22.879,0.0000,0.0000,0.0000,1004.0
06:25:44 09/01/0080,0.000000,0.000000,0.0000,3.9000,68.820,22.875,0.0000,0.0000,0.0000,1004.0
06:25:45 09/01/0080,0.000000,0.000000,0.0000,4.0000,68.720,22.870,0.0000,0.0000,0.0000,1004.1
06:25:47 09/01/0080,0.000000,0.000000,0.0000,4.0000,68.599,22.865,0.0000,0.0000,0.0000,1004.1
06:25:48 09/01/0080,0.000000,0.000000,0.0000,4.0000,68.559,22.860,0.0000,0.0000,0.0000,1004.1
