TimeStamp,Latitude,Longitude,Altitude,PM25,RelativeHumidity,Temperature,vocIndex,noxIndex,ButtonPress,PressurehPa
,0.000000,0.000000,0.0000,2.7000,37.470,22.070,0.0000,0.0000,0.0000,1018.1
,0.000000,0.000000,0.0000,2.7000,37.470,22.070,0.0000,0.0000,0.0000,1018.1
23:59:55 05/01/0080,0.000000,0.000000,0.0000,2.7000,37.500,22.065,0.0000,0.0000,0.0000,1018.2
23:59:55 05/01/0080,0.000000,0.000000,0.0000,2.7000,37.500,22.065,0.0000,0.0000,0.0000,1018.2
01:29:07 05/01/0080,0.000000,0.000000,0.0000,2.4000,37.560,22.065,0.0000,0.0000,0.0000,1018.1
01:29:07 05/01/0080,0.000000,0.000000,0.0000,2.4000,37.560,22.065,0.0000,0.0000,0.0000,1018.1
01:29:08 08/01/0080,0.000000,0.000000,0.0000,2.5000,37.590,22.059,0.0000,0.0000,0.0000,1018.1
01:29:08 08/01/0080,0.000000,0.000000,0.0000,2.5000,37.590,22.059,0.0000,0.0000,0.0000,1018.1
01:29:10 30/01/0024,0.000000,0.000000,0.0000,2.4000,37.660,22.055,0.0000,0.0000,0.0000,1018.1
01:29:10 30/01/0024,0.000000,0.000000,0.0000,2.4000,37.660,22.055,0.0000,0.0000,0.0000,1018.1
01:29:11 30/01/0024,0.000000,0.000000,0.0000,2.4000,37.689,22.049,0.0000,0.0000,0.0000,1018.1
01:29:11 30/01/0024,0.000000,0.000000,0.0000,2.4000,37.689,22.049,0.0000,0.0000,0.0000,1018.1
01:29:13 30/01/0024,0.000000,0.000000,0.0000,2.3000,37.770,22.045,0.0000,0.0000,0.0000,1018.0
01:29:13 30/01/0024,0.000000,0.000000,0.0000,2.3000,37.770,22.045,0.0000,0.0000,0.0000,1018.0
01:29:14 30/01/0024,0.000000,0.000000,0.0000,2.2000,37.849,22.030,0.0000,0.0000,0.0000,1018.0
01:29:14 30/01/0024,0.000000,0.000000,0.0000,2.2000,37.849,22.030,0.0000,0.0000,0.0000,1018.0
01:29:16 30/01/0024,0.000000,0.000000,0.0000,2.1000,37.880,22.025,0.0000,0.0000,0.0000,1018.0
01:29:16 30/01/0024,0.000000,0.000000,0.0000,2.1000,37.880,22.025,0.0000,0.0000,0.0000,1018.0
01:29:18 30/01/0024,0.000000,0.000000,0.0000,2.1000,37.939,22.010,0.0000,0.0000,0.0000,1018.0
01:29:18 30/01/0024,0.000000,0.000000,0.0000,2.1000,37.939,22.010,0.0000,0.0000,0.0000,1018.0
01:29:19 30/01/0024,0.000000,0.000000,0.0000,2.1000,37.970,22.000,0.0000,0.0000,0.0000,1017.9
01:29:19 30/01/0024,0.000000,0.000000,0.0000,2.1000,37.970,22.000,0.0000,0.0000,0.0000,1017.9
01:29:21 30/01/0024,0.000000,0.000000,0.0000,2.1000,38.009,21.980,0.0000,0.0000,0.0000,1017.9
01:29:21 30/01/0024,0.000000,0.000000,0.0000,2.1000,38.009,21.980,0.0000,0.0000,0.0000,1017.9
01:29:22 30/01/0024,0.000000,0.000000,0.0000,2.1000,38.029,21.969,0.0000,0.0000,0.0000,1017.9
01:29:22 30/01/0024,0.000000,0.000000,0.0000,2.1000,38.029,21.969,0.0000,0.0000,0.0000,1017.9
