TimeStamp, Latitude, Longitude, Altitude, PM25, RelativeHumidity, Temperature, vocIndex, noxIndex, ButtonPress, PressurehPa
23:59:51 05/01/0080,0.000000,0.000000,0.0000,8.4000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:51 05/01/0080,0.000000,0.000000,0.0000,8.4000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:52 05/01/0080,0.000000,0.000000,0.0000,8.4000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:52 05/01/0080,0.000000,0.000000,0.0000,8.4000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:52 05/01/0080,0.000000,0.000000,0.0000,8.4000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:52 05/01/0080,0.000000,0.000000,0.0000,8.4000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:52 05/01/0080,0.000000,0.000000,0.0000,8.9000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:52 05/01/0080,0.000000,0.000000,0.0000,8.9000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:53 05/01/0080,0.000000,0.000000,0.0000,8.9000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:53 05/01/0080,0.000000,0.000000,0.0000,8.9000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:53 05/01/0080,0.000000,0.000000,0.0000,8.9000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:53 05/01/0080,0.000000,0.000000,0.0000,8.9000,69.650,19.459,0.0000,0.0000,0.0000,1007.4
23:59:53 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:53 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:54 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:54 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:54 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:54 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:54 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:54 05/01/0080,0.000000,0.000000,0.0000,9.2000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,9.6000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,9.6000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,9.6000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,9.6000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,9.6000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,9.6000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,10.000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:55 05/01/0080,0.000000,0.000000,0.0000,10.000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:56 05/01/0080,0.000000,0.000000,0.0000,10.000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:56 05/01/0080,0.000000,0.000000,0.0000,10.000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:56 05/01/0080,0.000000,0.000000,0.0000,10.000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:56 05/01/0080,0.000000,0.000000,0.0000,10.000,69.639,19.459,0.0000,0.0000,0.0000,1007.4
23:59:56 05/01/0080,0.000000,0.000000,0.0000,10.400,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:56 05/01/0080,0.000000,0.000000,0.0000,10.400,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:57 05/01/0080,0.000000,0.000000,0.0000,10.400,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:57 05/01/0080,0.000000,0.000000,0.0000,10.400,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:57 05/01/0080,0.000000,0.000000,0.0000,10.400,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:57 05/01/0080,0.000000,0.000000,0.0000,10.400,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:57 05/01/0080,0.000000,0.000000,0.0000,10.600,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:57 05/01/0080,0.000000,0.000000,0.0000,10.600,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:58 05/01/0080,0.000000,0.000000,0.0000,10.600,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:58 05/01/0080,0.000000,0.000000,0.0000,10.600,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:58 05/01/0080,0.000000,0.000000,0.0000,10.600,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:58 05/01/0080,0.000000,0.000000,0.0000,10.600,69.629,19.455,0.0000,0.0000,0.0000,1007.4
23:59:58 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:58 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:59 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:59 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:59 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:59 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:59 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
23:59:59 05/01/0080,0.000000,0.000000,0.0000,10.700,69.620,19.455,0.0000,0.0000,0.0000,1007.4
00:00:00 06/01/0080,0.000000,0.000000,0.0000,10.800,69.620,19.455,0.0000,0.0000,0.0000,1007.4
00:00:00 06/01/0080,0.000000,0.000000,0.0000,10.800,69.620,19.455,0.0000,0.0000,0.0000,1007.4
00:00:00 06/01/0080,0.000000,0.000000,0.0000,10.800,69.620,19.455,0.0000,0.0000,0.0000,1007.4
00:00:00 06/01/0080,0.000000,0.000000,0.0000,10.800,69.620,19.455,0.0000,0.0000,0.0000,1007.4
00:00:00 06/01/0080,0.000000,0.000000,0.0000,10.800,69.620,19.455,0.0000,0.0000,0.0000,1007.4
00:00:00 06/01/0080,0.000000,0.000000,0.0000,10.800,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:40 06/01/0080,0.000000,0.000000,0.0000,10.900,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:40 06/01/0080,0.000000,0.000000,0.0000,10.900,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:40 19/01/0024,0.000000,0.000000,0.0000,10.900,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:40 19/01/0024,0.000000,0.000000,0.0000,10.900,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:40 19/01/0024,0.000000,0.000000,0.0000,10.900,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:40 19/01/0024,0.000000,0.000000,0.0000,10.900,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.000,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.000,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.000,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.000,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.000,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.000,69.620,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.200,69.610,19.455,0.0000,0.0000,0.0000,1007.4
22:11:41 19/01/0024,0.000000,0.000000,0.0000,11.200,69.610,19.455,0.0000,0.0000,0.0000,1007.4
22:11:42 19/01/0024,0.000000,0.000000,0.0000,11.200,69.610,19.455,0.0000,0.0000,0.0000,1007.4
22:11:42 19/01/0024,0.000000,0.000000,0.0000,11.200,69.610,19.455,0.0000,0.0000,0.0000,1007.4
22:11:42 19/01/0024,0.000000,0.000000,0.0000,11.200,69.610,19.455,0.0000,0.0000,0.0000,1007.4
22:11:42 19/01/0024,0.000000,0.000000,0.0000,11.200,69.610,19.455,0.0000,0.0000,0.0000,1007.4
22:11:42 19/01/0024,0.000000,0.000000,0.0000,11.400,69.620,19.450,0.0000,0.0000,0.0000,1007.4
22:11:42 19/01/0024,0.000000,0.000000,0.0000,11.400,69.620,19.450,0.0000,0.0000,0.0000,1007.4
22:11:43 19/01/0024,0.000000,0.000000,0.0000,11.400,69.620,19.450,0.0000,0.0000,0.0000,1007.4
22:11:43 19/01/0024,0.000000,0.000000,0.0000,11.400,69.620,19.450,0.0000,0.0000,0.0000,1007.4
22:11:43 19/01/0024,0.000000,0.000000,0.0000,11.400,69.620,19.450,0.0000,0.0000,0.0000,1007.4
22:11:43 19/01/0024,0.000000,0.000000,0.0000,11.400,69.620,19.450,0.0000,0.0000,0.0000,1007.4
22:11:43 19/01/0024,0.000000,0.000000,0.0000,11.500,69.599,19.450,0.0000,0.0000,0.0000,1007.4
22:11:43 19/01/0024,0.000000,0.000000,0.0000,11.500,69.599,19.450,0.0000,0.0000,0.0000,1007.4
22:11:44 19/01/0024,0.000000,0.000000,0.0000,11.500,69.599,19.450,0.0000,0.0000,0.0000,1007.4
