FileNo,DateTime,NumUniqueDataPoints,MaxValuePM25,StandardDevPM25,CorrelationCoeff_VelPM25,CorrelationCoeff_RelHumidPM25,CorrelationCoeff_TempPM25,AveragePressure,STDPressure,MinAltitude,MaxAltitude,AverageSpeed,StdSpeed
Event70.txt,E70: 01/19 16:00,3163,8.4,0.4415686802801391,0.012343200829899245,0.09888445867576624,-0.11563341167968455,1006.5216882706292,0.45232814848906394,32.099,53.7,0.7108631678785963,0.28485988142458485
EventCombined.txt,ECombined: 01/29 17:52,557,4.3,0.407330185107648,0.18602371814645252,-0.12620384337469506,0.06953574821510819,1015.0287253141831,0.2425936861101794,35.599,45.7,13.355349910233393,4.309968945010209
Event29.txt,E29: 11/23 13:51,109,308.1,73.40070144737169,-0.3148224340506171,0.22383390112658152,0.053455646467661565,1009.719266055046,0.3319326405139639,24.6,52.299,5.2099009174311925,3.6608648727344706
Event36.txt,E36: 11/29 14:43,145,3.1,0.14240678876580998,0.3049041470662083,0.4416450175740325,-0.31277724656186545,1011.0931034482762,0.02533954906328002,56.599,57.4,1.671581379310345,1.5450439771884728
Event37.txt,E37: 11/29 14:44,8109,4.4,0.26498032233605284,0.09439023987456999,0.09428350217385219,-0.18826128306566892,1011.2126279442596,0.053772354309872684,27.5,157.19,2.654222283882106,1.904871534778859
Event20.txt,E20: 11/22 08:27,330,38.0,4.467620100628998,0.3206903129636907,0.22604853446999834,-0.4030657746785717,1020.219696969697,0.44011695999547895,77.4,89.199,5.983814545454545,4.862643666532354
Event30.txt,E30: 11/23 14:35,331,337.79,44.34426184503319,-0.04650048250382593,0.007972179594118821,0.09423317018477524,1006.6138972809669,0.817068802191895,45.599,68.099,10.015272507552869,5.934531186308514
Event69.txt,E69: 01/19 14:48,225,8.8,0.382783249206409,-0.02950292382283071,0.39323211733296676,-0.23572571093982023,1007.4555555555555,0.0514481640124127,54.099,55.7,0.48112844444444447,0.16978680851723768
Event96.txt,E96: 02/08 08:27,869,160.5,10.364322497243519,-0.0725581285657342,0.3113957060603785,-0.3189178287533477,1010.0683544303798,1.878734408264154,36.4,96.0,10.45377583429229,4.701995087259534
Event82.txt,E82: 01/29 18:13,136,4.0,0.3729869716836657,-0.27025621197189464,0.32614277989778717,0.1830664778591359,1015.4419117647058,0.05498013954098344,35.599,41.599,11.534014705882353,1.3063847501299044
Event83.txt,E83: 01/29 18:17,1032,227.6,11.91753659367041,0.09109501207142855,-0.14088883225437876,0.04407149816529248,1013.9429263565892,2.620977605203778,-1.7,78.5,11.076234980620155,3.2460001189787526
Event97.txt,E97: 02/08 08:52,425,139.5,12.069098467398476,-0.0965476619262506,0.027103108969912203,-0.01868672594973566,1014.2743529411765,1.3088211553184042,35.599,64.4,9.268306823529413,3.9520501592584343
Event68.txt,E68: 01/19 14:42,90,9.0,0.44050391074401835,-0.1805201016310334,-0.5064131759776378,-0.298586578563752,1007.518888888889,0.04445833116388245,54.5,55.7,0.7395099999999999,0.26549140980035074
Event81.txt,E81: 01/29 18:11,65,4.6,0.4418438203013159,-0.8032977708892894,0.9366871699106627,-0.8508076601509392,1015.3046153846152,0.05093213956074597,34.5,46.5,13.349143076923077,3.4349684402074647
Event95.txt,E95: 02/08 08:07,735,879.59,57.59458511131226,-0.04351743425999155,-0.15384805495500112,0.20988545871585604,1012.2541496598639,0.0847954203728355,36.5,48.799,16.499343537414966,2.808773811050279
Event94.txt,E94: 02/08 08:01,31,249.6,47.197832554572486,0.2390159172227736,-0.06752949540888266,0.38072523971614175,1012.2032258064518,0.01766846959692478,43.2,54.0,0.08278709677419355,0.07193037288367261
Event80.txt,E80: 01/29 18:04,252,4.4,0.4584174479997684,-0.32173367772680567,-0.3284551701152854,0.21300175204272606,1014.9158730158729,0.1060942216854177,35.799,46.799,18.503334523809524,2.745702539474435
Event57.txt,E57: 12/15 08:25,1642,61.2,6.253007389668672,0.39886105394823446,0.4791123498725536,-0.5913873065362116,1022.0529841656517,0.876750164613615,-6.0,26.9,8.88092911084044,4.76858361412119
Event43.txt,E43: 12/03 16:00,3823,29.0,5.430423732538281,0.2564275914093725,0.45651667440443144,-0.4114531189760655,1016.0481297410411,5.17498975820763,8.8,185.8,9.760524718807218,4.151285487721687
Event47.txt,E47: 12/04 22:11,1260,12.5,1.8291976776385763,-0.16811575852537333,0.7045946225784732,-0.7074729583275733,1022.1676984126983,1.7346321428331335,8.2,55.299,10.084452222222223,4.3309247249530145
Event53.txt,E53: 12/07 08:52,2384,10.0,1.1039599077150448,0.11899336831513568,0.3537876560896484,-0.36657291359828,1022.7670721476511,1.9677118055823775,3.0,61.799,9.53628619966443,4.351602707037677
Event90.txt,E90: 02/08 07:52,151,1575.8,249.05372143799488,0.06335458302428228,0.13250403152760223,-0.16689352192087342,1012.1582781456954,0.06128601484112268,43.5,63.4,9.25079867549669,2.393871934116754
Event91.txt,E91: 02/08 07:56,71,2.5,0.2866654188670923,0.2805713719979566,0.6394940985720059,-0.30701057344574567,1012.1915492957745,0.02781467275793801,40.799,44.599,0.21761267605633805,0.07277409949719374
Event85.txt,E85: 02/06 22:27,26,3.8,0.1416387604490327,-0.06409863557505632,0.8251919395032778,-0.01267590293593104,1004.1961538461541,0.019230769230773603,51.099,56.2,1.9408730769230769,0.7241961180178137
Event46.txt,E46: 12/04 09:22,997,25.9,1.950091176717491,0.416373482789415,0.7368494009741263,-0.7542268993052573,1025.9738214643933,0.7142950317605667,13.6,89.3,12.674667301905718,4.627073220988751
Event50.txt,E50: 12/06 17:28,1595,8.6,1.1325940420338323,0.13047293283450812,0.2301091222094324,-0.17845667048159977,1017.9375548589342,0.7576239313044328,-2.3,23.2,8.959155736677117,4.402627445027398
Event44.txt,E44: 12/03 18:24,514,9.6,0.923824165526927,0.11981891308796014,-0.3597004654232862,0.6724507176909869,1019.7250972762645,1.4601091619657773,35.099,73.699,8.959477042801556,1.6490088561094638
Event78.txt,E78: 01/29 17:59,81,3.5,0.24616189593912713,0.36395248960271376,-0.028845743730137992,-0.2747773263973767,1014.8802469135801,0.048227222184264014,38.5,44.599,18.168009876543213,2.8482317281838774
Event93.txt,E93: 02/08 08:01,1,2.6,,,,,1012.2,0.0,54.0,54.0,0.0,0.0
Event87.txt,E87: 02/07 19:24,928,17.1,2.980959684210393,0.03804147290743793,0.41420579509920785,-0.566465220526564,1009.2640086206897,0.0907220077175296,21.6,28.1,0.38971400862068967,0.17926901385800229
Event86.txt,E86: 02/07 18:45,1487,5.3,0.4325517666442482,-0.17440810068075555,-0.4943187143964996,0.41936904703163047,1008.8782111634163,0.141976729992061,27.799,89.5,0.6196714189643577,0.3466030959225516
Event92.txt,E92: 02/08 07:59,60,2.5,0.33031400913792375,-0.8135758242050889,0.9342577594459984,0.5533493512268457,1012.1199999999998,0.07023769168570089,39.099,55.0,11.486421666666667,6.565663927435714
Event79.txt,E79: 01/29 18:01,89,3.8,0.23539569624360215,0.1222696971014925,-0.04245941805441097,-0.21577962517522445,1014.9629213483145,0.05274918918790189,37.299,43.0,17.788593258426967,2.3935090405867037
Event51.txt,E51: 12/06 17:42,315,3.5,0.2708050135680134,-0.37036773945975227,0.8744420821256689,-0.6228099774176358,1015.8850793650792,0.037368733890960015,22.9,33.599,3.853097142857143,2.4661566659817944
