FileNo,DateTime,NumUniqueDataPoints,MaxValuePM25,StandardDevPM25,CorrelationCoeff_VelPM25,CorrelationCoeff_RelHumidPM25,CorrelationCoeff_TempPM25,AveragePressure,STDPressure,MinAltitude,MaxAltitude,AverageSpeed,StdSpeed
Event48.txt,E48: 12/05 16:42,1438,28.1,2.6727540840942705,-0.14505608066034584,0.6145281622337552,-0.6142892069637099,1019.5019471488176,0.744425060273975,-45.0,54.299,9.551144784422808,4.365099840998903
Event61.txt,E61: 01/08 21:07,1437,3.9,0.4789821908474188,0.2622466027756752,0.27852744635484816,-0.2821519830920673,1025.8753653444676,1.7318997202649111,-33.5,71.4,11.044182185107863,4.350681024077321
Event77.txt,E77: 01/29 17:56,104,4.3,0.5010435338898959,0.5075543510479321,0.04806076007990997,-0.5886688303999331,1014.8798076923074,0.05072514111196912,37.4,42.9,14.463707692307695,2.0207449041938577
Event89.txt,E89: 02/08 07:47,185,58.299,5.825127656963215,0.30010881232958003,-0.11100188654892462,0.35584823906797836,1012.1156756756758,0.03635712804498175,43.5,65.4,1.0034005405405406,1.0629479962615596
Event76.txt,E76: 01/29 17:52,147,3.9,0.42745560330468313,0.3150389594797044,-0.7725914125881878,0.24384526654482647,1014.8734693877549,0.05386621195873103,39.0,45.7,10.184457823129252,1.4756096391663696
Event66.txt,E66: 01/19 14:27,495,25.0,2.6978982982655055,-0.47940813247489,0.7632745478408215,-0.6868803021996446,1007.4789898989898,0.04073801365501524,56.4,59.4,0.7681036363636363,0.34808654222142194
Event72.txt,E72: 01/29 08:52,851,29.0,3.9373747984755556,-0.09404264006433363,0.8860781542671609,-0.8791749366422764,1019.4159811985899,1.8929837227244208,-3.4,48.9,10.446802467685076,4.873400292788824
Event67.txt,E67: 01/19 14:40,27,9.4,0.31735193510084475,0.7278662506570069,-0.12582805092564334,0.44456704925925744,1007.4962962962964,0.018885257457755347,54.7,56.4,0.4201962962962963,0.2049170337649443
Event71.txt,E71: 01/20 09:26,63,7.3,0.8915918325689945,0.5192659003713597,-0.48085507571804675,0.5858223481419722,1005.0269841269841,0.651300615546731,29.5,151.1,17.437257142857145,3.95072502595447
Event65.txt,E65: 01/19 14:26,171,10.6,0.4287171767175407,-0.1987957484157048,0.6221541106565732,-0.5083538335330058,1007.3719298245612,0.04493420517497757,57.299,59.4,0.6904461988304095,0.22661362466368154
Event58.txt,E58: 01/06 13:03,594,4.6,0.5191515875856862,-0.5892266607948471,0.7895513663705166,-0.7788273981092311,1017.2208754208754,0.8192559907742042,5.2,27.6,10.177502861952862,2.8341887958129526
